,age,Maths,Reading,ICV,Displacement,graph_density
CBU150460,0.105022717958,0.0345322643469,-0.154013281605,-0.0591317349399,-0.729114192314,1.03128622707
CBU150583,-1.31402440028,-0.81634272916,-1.29399944078,0.169388995144,0.0157766873971,-0.471987438894
CBU150254,0.432495129859,1.00696082836,0.732642619972,-0.821995098738,0.811911100581,1.47670064662
CBU160759,3.67083342532,1.61472868086,1.23930313516,0.635985590798,-0.951651634048,0.0291037830954
CBU160462,0.687195894671,2.58715724487,1.32374655436,0.638372477221,-1.47421169918,0.307487795312
CBU150574,-0.804622870655,-1.05944987016,-0.196234991204,1.57045446941,0.145951792589,-1.6412002902
CBU150600,-0.659079576477,-0.573235588158,-1.46288627917,1.40511109391,-0.558440165507,-0.694694648667
CBU160015,2.79757366025,1.85783582186,1.74596365035,-0.317772129238,-0.833874157921,0.530195005085
CBU150097,0.905510835938,2.34405010387,0.774864329571,-0.17290576466,-1.84244194515,0.919932622188
CBU150434,-0.8410086942,-1.30255701116,-1.58955140797,-0.858150367464,-1.19423190944,0.251810992869
CBU150602,0.578038424037,0.156085834848,-0.154013281605,-1.08848427138,0.501350492479,0.641548609972
CBU160353,-0.295221341032,-0.208574876655,0.0570952663894,-0.237960199676,1.88781867635,0.363164597755
CBU150264,-0.258835517487,0.520746546351,0.943751167967,-0.705134808195,-1.29423945057,-0.973078660884
CBU160095,-0.331607164576,0.0345322643469,0.141538685587,0.277366863918,-0.408222226658,1.25399343685
CBU150520,-0.877394517745,-1.30255701116,-1.58955140797,-0.973113159519,0.890016163696,0.418841400198
CBU160071,0.214180188592,-0.81634272916,-0.702895506391,0.0463891378395,-0.277840494314,0.864255819745
CBU150256,-0.404378811665,-0.208574876655,0.774864329571,-0.385861395274,-0.286932088963,-0.304957031564
CBU150462,2.17901466,-0.0870213061541,1.02819458716,-0.0741612742341,0.448247314647,0.641548609972
CBU160829,1.48768401265,2.10094296286,1.49263339275,0.287167042173,0.165374744793,-1.80823069753
CBU160670,-1.495953518,-1.18100344066,-1.80065995596,-0.00770915239901,-0.405122819391,0.641548609972
CBU150356,-0.768237047111,-0.573235588158,-0.196234991204,0.301504035045,0.467257012548,0.140457387982
CBU160098,0.323337659225,0.277639405349,0.225982104785,0.201502165335,1.82727692108,0.919932622188
CBU150313,-0.0405205762201,-0.0870213061541,0.0993169759884,-0.383495307465,-0.410288498169,-1.2514626731
CBU160642,-0.0405205762201,-0.0870213061541,0.183760395186,0.194187650874,-0.501204444652,-1.41849308043
CBU150492,-0.804622870655,-0.694789158659,-1.46288627917,-0.473993128404,1.08073302416,0.530195005085
CBU160410,0.141408541503,0.156085834848,0.81708603917,-0.894220312297,0.0620611692433,0.307487795312
CBU150248,-0.00413475267552,-0.0870213061541,-0.322900120001,-0.0772791507506,-0.187751056435,0.196134190425
CBU160455,-0.950166164834,-0.451682017657,0.0148735567905,-0.14525973654,-0.0850573623391,-1.52984668532
CBU160016,-1.20486692965,-1.05944987016,-1.75843824636,-0.780297690214,-0.225770452237,1.03128622707
CBU150274,1.45129818911,0.642300116852,-0.154013281605,-0.250266805103,-0.661960368207,-0.137926624235
CBU160487,0.796353365304,0.642300116852,0.183760395186,-0.84265679051,-1.00950723636,0.697225412415
CBU160129,-0.804622870655,0.156085834848,0.352647233582,0.112655727122,2.24342400339,0.251810992869
CBU160350,-0.804622870655,-0.451682017657,-0.449565248798,-0.509844721884,1.40555090569,0.919932622188
CBU160072,-1.42318187091,-1.18100344066,-1.80065995596,-0.572987169139,-1.57153308734,-0.249280229121
CBU160102,-0.0769063997646,2.46560367437,1.36596826396,-0.39977647312,1.74731221361,1.53237744906
CBU150283,0.432495129859,-0.208574876655,0.352647233582,-0.110043911434,0.633385242032,-1.69687709265
CBU150582,1.30575489493,0.156085834848,1.19708142556,-0.681612128229,0.686075165562,1.1983166344
CBU150561,-0.00413475267552,-0.208574876655,0.985972877566,0.649311304968,-0.853297110125,0.752902214858
CBU160002,1.16021160075,1.61472868086,1.57707681195,0.455731038189,-0.938220869226,-0.471987438894
CBU160432,-0.731851223566,0.0345322643469,-0.956225763985,-0.328627322908,-0.846271786987,-0.304957031564
CBU160535,0.468880953404,0.39919297585,0.605977491175,1.49037143355,-0.148905152029,-1.52984668532
CBU160105,0.650810071126,-0.451682017657,0.521534071978,-0.0152657968329,2.23019986572,0.0847805855387
CBU150491,0.141408541503,-0.208574876655,-0.660673796792,0.0205701313324,0.718515628284,0.864255819745
CBU160652,0.687195894671,1.37162153986,0.268203814384,-1.47002046866,-0.122250249537,-0.249280229121
CBU150649,-0.186063870398,-0.0870213061541,-0.154013281605,-0.408297889173,-0.573937201839,0.530195005085
